,title
3274,[ARR] SR#2204060030003103 The Azure Databricks – Connect to Azure Synapse - Dedicated SQL Pool issue
3275,Databricks production is down and not able to access
3276,Account Network Cloud configuration unable to delete
3277,Queries that used to work on 5.5LTS   fail in 10.4 LTS
3278,Databricks cluster auto-scale-up failure causing production disruption
3279,Prod showing hivemeta store Catalog and objects are shown up slowly from it
3280,Access denied error when writing from RDD to S3
3281,Job Clusters Not Auto Scaling Properly
3282,Databricks Long running job stuck in pending state not able to acquire resources
3283,Classpath loading on DBR cluster missing conf
3284,Help portal button on DBSQL persona giving an error
3285," we have a chaduled job on 13th of eacvh month, but the run did not fire on March 13 2022"
3286,Job failure without underlying cause
3287,Unable to setup SSO for Databricks TEST
3288,ARR |  2203090040006252 | Follow up to 00137308
3289,ARR: Sev A:Streaming Jobs are stuck:SR 2204060040007641 
3290,"""Bad Request” error message when trying to access the Ganglia UI Live Metrics through UI"
3291,Spark 10.4 LTS issue
3292,Issue with long running query
3293,Requesting workspace access for looking into 403 error on job run
3294,issue with AWS VPC set up
3295,AWS private link
3296,Python code generates stdout overflow
3297,Unapproved usage of cluster by databricks
3298,Using geospatial functions in SQL Endpoints
3299,Streaming Executors are getting stuck and die
3300,"While writing data from databricks into ADLS files , storage ACL permission (Mask bit) is not inheriting properly"
3301,Error running queries on Coreviz Cluster in Live(450)
3302,3337075389283370 - 6b64b59f-432d-401e-b552-d855f1e1d2e0 - 2204060040002674
3303,need to verify debugfs mounted in job cluster and reduce the logs
3304,compute resources bogging down
3305,Job Execution Poor Performance
3306,RStudio init script fails
3307,Permissions issue on databricks cluster while getting Audit logs
3308,2203110040001197 | Job Failure
3309,Cluster did not timeout after being unable to aqquire executors
3310,Instance Type support
3311,6973325950234402 - 6dfbe157-2219-4313-adfc-6df4829ab651 - 2204050010002796
3312,Databricks Account Setup Assistance
3313,AND operator raising UnsupportedOperationException: dataType with LAG
3314,Databricks Job Failing due to Spark issue
3315,Does this set up will work on spark kafka connector?
3316,SSO issue for https://pwc-nonprod.cloud.databricks.com/
3317,Rstudio 1.4 initialization failure
3318,MLflow autolog sklearn
3319,Notebook does not execute.
3320,CSS-ARR-SFMC-2204060030002027-Data bricks notebooks are running very Slow
3321,Python shell exits with 143 exception and REPL gets restarted continously | ARR SR# 2204060030002257
3322,ARR | 2204060050000469 | Installing Python Packages fails
3323,Not able to connect to MQSQL Metastore DB from SQL endpoint
3324,2204010030000880 | Anheuser-Busch InBev | ARR
3325,Clusters 'Running command' but not doing anything
3326,CSS-2203280040003823-Need user details on managed tables created in DBFS path
3327,Clusters 'Running command' but not doing anything
3328,Clusters 'Running command' but not doing anything
3329,Is it possible to connect Databricks SQL with AWS Redshift DB?
3330,Python shell exits with 143 exception and REPL gets restarted continously | ARR SR# 2204060030001258
3331,Cluster doesn't start
3332,Follow up case #00139520
3333,Not able to load more Azure databricks SQL Endpoint using JDBC
3334,Activate secret in DB-connect
3335,"Need some clarifications regarding the ""Change data feed"""
3336,While Reading CSV files from datalake to databricks it is creating distorted data in notebookReading CSV files from datalake to databricks it is creating distorted data in notebook
3337,Need help for Databricks Notebook configuration for ETL operation
3338,Spot fall back to On-demand Option on Job Cluster
3339,About SQL execute error after Databricks workspace creation
3340,Failed network validation checks when creating Workspace
3341,CSS-ARR-2204050010001186-Job aborted due to stage failure
3342,Documentation issues
3343,2204060030001043 
3344,[ARR] [Sev C] SR-2204060030000215 the reason why Job Alert mail did not work
3345,"The DevOps pipeline for databricks is failing. Hence, we need advise regarding this issue."
3346,[ARR] [Sev B] SR-2204050050002779-Databricks cluster upgrade
3347,unable to create databricks storage account private endpoint - Due to deny Assignment
3348,Production databricks workspace is down
3349,MLFlow model version pending to be deployed forever
3350,Not able to start cluster server
3351,[ARR] SR#2204050040010569-Please help me to get the Ganglia UI report images to dig into the detailed cluster report
3352,Vacuum on Delta table failing continuously || 2202280040007216
3353,Databricks Cluster restart
3354,User accounts in Manage Contacts
3355,All Purpose cluster Slow on GCP
3356,Cannot interact with SQL View
3357,Python Pandas generates com.databricks.rpc.RPCResponseTooLarge error
3358,Performance tuning spark sql job
3359,Query profile not available
3360,Databricks IP Access List
3361,RserveException: eval failed-memory issues
3362,Need help with jobs api submiting job type as python
3363,ARR Customer: TD Bank - Ingestion Failures in Production 
3364,Spark Pandas API performance issues
3365,ARR - CVSHealth - 2204050040008980 - Databricks job failures
3366,Failed/successful job on two clusters
3367,Cluster terminated.Reason:Aws Insufficient Free Addresses In Subnet Failure
3368,MLflow cluster logs unavailable
3369,2203240040006427
3370,model serving cluster issue
3371,6398507633548715 - e33df5d1-ae22-417d-b794-8d9b6f338409 - 2204050040008980
3372,2203090040006252 | Job Failure
3373,Jobs failing with Netty OOM in E2 but they are passing in PVC
3374,Init Script Error
3375,2204050040008729 | Job Failure
3376,need new firewall rule to public S3 bucket with databricks-datasetes
3377,unable to update jobs with modified cluster policies without deleting and recreating jobs
3378,Market specific SQL Endpoint creation
3379,workspace question
3380,Repos push error
3381,Unable to access our legacy workspace
3382,Add additional IP to Whitelist
3383,Azure Container Subscription Clean up
3384,ARR-[REG:2203300030003575]Issues in automating workspace setting of databricks
3385,ARR Customer: AA - job failing in Databricks with concurrent read error
3386,Official Docker Containers to support 10.4 LTS
3387,Create New Admin
3388,Databricks multi-task jobs are failing in an inconsistent fashion
3389, Azure DataBricks - ADLS Connectivity
3390,Cluster Configuration changed with new Hardware Types
3391,Cluster policy not working without autoscaling local storage
3392,what this message mean  in stdout: GC (Allocation Failure)
3393,[ARR] [Sev B] SR-2204040030003249- Getting Error on performing Test connection from Databricks to Storage account.
3394,2203020040001548
3395,Reopening CASE NUMBER # 00133120
3396,autoloader failing with error Input marker does not start with input path
3397,test
3398,java.lang.RuntimeException: Cannot reserve additional contiguous bytes in the vectorized reader (integer overflow)
3399,Not able to launch Cluser in new workspace
3400,Init script error
3401, advanced diagnostic information
3402,databricks dbx: issues with deploying job clusters and installing python wheel on it
3403,ARR |  Duplication during Delta Lake merge
3404,steps to grant read access to a user on databricks scope and secret
3405,Get secret via SQL
3406,Spark streaming dataframe omitting 'email' column when printed after flattening the json files | ARR SR# 2204050030001227
3407,2203310040003551 GENIE
3408,"Cx job failing with ""com.databricks.NotebookExecutionException: TIMEDOUT"" | ARR SR# 2203290050000172"
3409,unable to establish AAD authentication between Databricks and Synapse DW
3410,2203310040008240 Issue started without changes made when importing library pycrypto
3411, Unable to mount the containers in Databricks
3412,Incremental table with daily BigQuery data with Delta Live Tables
3413,Databricks streaming: Checkpointing when using kafka connector as source
3414,Job cluster unable to retrieve information of a table with data from dbfs location
3415,Not able to login to Manage account
3416,CSS-ARR-SR#2204010030001163-Not able to provision the All purpose clusters
3417,Getting RPC Response Too Large Issue
3418,password reset for https://accounts.cloud.databricks.com/
3419,Unable to launch cluster
3420,Merge schema setting not working for nested columns on delta tables
3421,"spark.conf.set(""spark.databricks.io.cache.enabled"", True) not working"
3422,migrate all the databases and tables form one workspace to another one
3423,migrate all the databases and tables form one workspace to another one
3424,[EXTERNAL] RE: Access from Synapse Spark Pool to On-Prem Oracl... - TrackingID#2203010060001556
3425,DBR 10.x not supporting querying json serde tables and giving snappy compression error
3426,ARR-SFMC-2204040030002172-Quota request for Compute-VM (cores-vCPUs) 
3427,Databricks Authentication/Connectivity to Storage Account-
3428,Whitelist ipaddres in Access list for feature store
3429,2204040030000023 
3430,job failure/long running without change to job.
3431,Folllowup on the SF ticket 00139349
3432,[TrackingID#2203310010000891 DsPredictionV3 messages are lost while publishing to TOPIC
3433,[ARR] [Sev C] SR-2204040040005347 RCE vulnerability
3434,need help to enable delta live table
3435,Apache Spark Programming - Dataframes videos do not work - Academy lesson.
3436,How to participate in Unity Catalog Preview
3437,pyspark error when trying to insert spark dataframe into databricks table
3438,2203300040006487SF || Refrencing Databricks secrets within global init scripts
3439,Unable to use Databricks-Connect to connect to cluster
3440,Databricks errors me out after a short time and kills the browser tab
3441,Slow UI Responsiveness and loading times in a particular notebook
3442,Databricks SQL API
3443,Delta Lake stream fails to recover on restart
3444,notebook execution failure issue
3445,Manage DBFS
3446,ARR |  Data issue on enabling Photon
3447,Jobs failing with library not being installed on dataclusters
3448,ARR| 2204010050001066 | Job Failure OSError: [Errno 107] Transport endpoint is not connected
3449,"Unable to view ""my company open or closed cases"""
3450,Replacement of Account Admin
3451,ARR - atabricks NoteBook Issues with Photon in Runtime 10.4 LTS
3452,Workspace Recovery
3453,2204010050001066 | Fuse Error
3454,Unable to start a cluster
3455,Log4j Libraries still coming up with the latest PVC 3.60.7
3456,Jobs failing due to unavailability of DBFS service
3457,ARR Customer: MGM Resorts - Failure in running Python script in Databricks
3458,Need to figure out job cluster and its corresponding EC2 instances id  
