text,x,y
issues with library and all the jobs are failling in databricks,11.947139,2.087566
"multiple clusters show ""DBFS is down""",13.127163,1.6378945
1131057006416726 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204040040008424,3.0093482,3.9642637
2204130060000666 ,-1.4453132,2.6371331
Commit File Not Generated Upon Job Failure,10.473168,0.08049642
Security Group Missing ,9.917875,2.8136032
[ARR] [Sev A] SR-2204130040012512  Scheduled jobs are taking more than usual times. Jobs which used to take minutes took hours or running for forever.,12.103691,-0.9577557
AWS Cross Account S3 access issue,9.105371,3.39384
Reading Delta tables using Hive not working as expected,6.621704,1.2017658
 Help investigate a failing job,12.8552885,-2.0924253
One query is working on DBR 9.1.x. but not DBR 10.4.x,8.099856,0.38297397
Cluster terminating reason - unexpected launch failure,14.8043585,0.43554845
AWS S3 bucket for Databricks Artifact is public,10.582508,2.931515
Python packages pip install takes too long,9.442566,-0.981914
Python packages pip install takes too long,9.446927,-1.0055381
"6540 - ARR - American Airlines - Stuck job, cancelled after 168 hrs",12.109721,-1.1706764
any change to the vpc caused databricks terraform to recreate databricks_group_instance_profile and databricks_group_member,11.140611,3.110805
SQL Endpoint performance issue,7.2566113,-0.61175865
Visible DataLabels in the Graphic Combo,10.865281,2.530121
0654 - g - ARR - AA - Long running job,11.995406,-0.7874845
2754134964726624 - 81b4ec93-f52f-4194-9ad9-57e636bcd0b6 - 2204110040003935,2.9802206,3.9734538
Remove Databricks Account Admin,10.290297,4.6017413
Driver node shut down by cloud provider,11.971129,0.56191885
Help Center - New Authorized Contact - Unable to Log In,10.128002,4.261138
Facing memory issue while performing ETL using Spark scripts,9.993846,0.29679608
2204120030002479 | GIT access,7.5924616,3.650855
write error in job cluster,13.239569,-0.62459755
Increase instance limit,9.683806,1.5602134
Metastore,13.146819,5.113896
Job clusters failing to start up,13.400376,-0.49069932
Notebook fails with IOException caused by RemoteClassLoaderError,9.43715,1.7170393
3986454804076847 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204040040008424,2.994181,3.9547315
Databricks Academy Course Catalog Training Links Not Working,10.954915,2.5965226
ipywidgets is broken! not rendering. ,9.711545,1.8372859
Query regarding the cluster creation and access,14.053187,1.58331
Cluster Launch Failure,14.900544,0.45207852
Databricks Accessing other Deployment,12.015345,3.5771985
GPU cluster disconnects while runnign hyperopt,12.993864,1.6253632
Would it be possible to have a deterministic hash based on the code inside a UDF?,9.959445,2.5077803
Enabling the private workspace feature.,11.1555805,5.1193376
SHOW GRANT is not working,8.750453,1.6071172
CLOUD_PROVIDER_LAUNCH_FAILURE,13.126808,3.8784008
Explore paramater for json sizing within Databricks,9.477944,1.1548299
wrong EBS volume attached to clsuters,9.2582,2.4016497
Concurrency Control - Clarification to fix the multiple update/insert to the table,8.150843,1.2770838
Deep learning using pytorch resulting in OOM issues,10.404876,1.5035634
2793632992259305 - e756ddea-d52c-404b-abea-81ee9b4d9164 - 2204130040006794,3.074805,3.9070816
Admin users can't login,10.00899,5.0960665
"""code"": ""AWS_INSUFFICIENT_INSTANCE_CAPACITY_FAILURE"",",9.137641,3.7054095
Whitelist Verisk IP ranges to access Databricks Endpoint,9.349217,4.345803
readStream & writeStream issue,9.450313,1.3617145
Cloud provider launch failure,13.108441,3.8522537
Corrupt Linux VMs are used,9.674936,2.4165862
ARR | Job cluster error: SPARK_IMAGE_DOWNLOAD_FAILURE,10.271304,-0.23539078
User not receiving email,10.395953,4.7017875
Jobs failing with cluster time-out issue,13.153617,-0.51248467
Control Plane Request Failure,10.409139,1.899278
[ARR] SR-2204120030001695 Cluster policies not working as expected,12.979496,1.1624789
scheduled job failed with error message Error in SQL statement: AzureCredentialNotFoundException: Could not find ADLS Gen2 Token,10.928043,-0.4365311
CSS-ARR-SFMC-2203170040001201-ADB Cluster Hung,7.3977647,4.3871593
"""Photon"" unit price and billing",6.527714,5.0639505
1.Databricks-Log contains no information about causing column in case of type mismatch during Synapse-Write,7.8652515,1.7766095
git token management API,7.502045,3.7194607
2204130040000795  read parquet date column has issue caused by Julian/Proleptic Gregorian calendar,8.609888,1.3616713
Jobs Preview Requests,11.112791,5.353063
Follow up (00138540) Performance issues.,10.943935,0.8234356
CSS-ARR-S500-SR#2204120030001534-DBR 10.4 cluster upgrade Issues,12.785645,1.3982798
Job Cluster Notebooks are not visible to users,13.227404,0.013522015
[ARR] [Sev B] SR-2204120030002012  job failing due to ExecutorLostFailure (executor 10 exited caused by one of the running tasks) Reason: Remote RPC client disassociated,10.979142,0.1799235
Job Stuck at Simple read Command,11.528779,-1.0369915
Databricks SQL Not listed in persona,7.2381525,0.1148798
Azure Databricks | Technical clarity on usage,8.428271,4.216655
java.lang.IllegalStateException: The transaction log has failed integrity checks.,8.876406,1.2702724
ConnectException: Connection refused (Connection refused),8.757919,2.3448122
Test For email notification ,10.731529,4.3156796
Follow up ticket for 00137952 | 2203140030000472 ,18.556892,-4.804814
Cluster terminated.Reason:Azure Vm Extension Failure,8.059064,4.6911044
We are setting up a new connectivity to AWS S3. It is required a new certificate to be installed,9.257569,3.2990828
Cluster is not doing anything,14.752741,1.2615764
Job cluster did not shut down,13.4043255,-0.57577115
Jobs taking too long - performance issue,12.33507,-1.0864576
Job run failed,12.809735,-2.0516908
Failure to write to cosmos db,3.6490746,3.6089916
Query access issue in Databricks SQL,7.252561,0.23201557
[ARR] SR#2204120010000787 Databricks communication between Java/Scala and Python,9.780591,1.3303751
Geni access request,7.2340517,5.6953588
Issue with executors,10.900799,0.19579764
[ARR] SR#2204120010000787 Databricks communication between Java/Scala and Python,9.876674,1.3610841
Submitting sql notebook using Databricks api,7.07806,0.12656406
 Customer is having intermittent connectivity issue in Azure Databricks,8.382635,4.0796313
cannot mount gcs bucket to dbfs,9.630985,3.5679183
Effective Routes and NSG restrictions traffic issue,9.641018,2.9537992
Executor Lost for one job,10.964473,0.08790137
need help setting up new worksapce,11.130296,5.0167828
2754134964726624 - 81b4ec93-f52f-4194-9ad9-57e636bcd0b6 - 2202230040008781,2.9844086,3.9607558
jobs hang or fail after upgrading to runtime 10.4 ,12.485279,-1.479998
Unexpected error while running query in Redshift external data source,9.193633,0.544233
EU-West-2 and EU-Central-1 down,10.3632,1.963384
We cannot connect to Databricks workspaces!,10.998016,4.43565
Need help with cx reaching limit,8.979528,2.3082347
Kafka GroupID and load Delta table as a stream source ,7.7567616,2.259535
Package installation issue,8.99527,-1.0667533
How to collect Spark worker logs?,10.408049,-0.34636134
866851050781084 - f55d4ef9-4d7f-4763-8661-9b82de6c08c9 - 2204120040025469,2.9995377,4.0273356
 Error on AzureADAuthenticator.getTokenCall,8.702354,3.728671
How to update Job to auto-az,12.738462,0.020239102
AutoLoader issues,10.167398,1.4413774
Issue installing Rstudio on clusters,8.68339,-2.1017768
Cluster Fails to Start,14.739693,1.2098113
2203290040001161 | delta table,6.9264703,1.5771428
Preventing long running jobs on High Concurrency Interactive clusters,12.602799,0.67804146
2203290040001161 | Delta table,6.952031,1.5673851
2202250040006052001,-0.9865152,2.5385752
Notebooks getting cancelled and Intermittent blob operation not supported when executing deltaTable.delete,7.297817,1.1919612
10.4 and 9.1 Compatibility issues when using pyspark.sql.dataframe.filter,8.773648,0.7362745
Dask LocalCluster with Processes fails to start on a Databricks Privacera-Enabled Cluster,12.2960415,1.8600403
Enable dbutils.secrets.get,10.128102,3.138215
Control plane service endpoint configuration for the region`europe-west3`,10.440947,2.1192617
"A job that typically runs for 6 minutes only, ran for 58 hours this time",12.382697,-1.235049
Workspace deletion,11.3021755,5.1515822
cannot start cluster,14.750269,1.1829274
ARR Customer: Lidl - Cluster terminated.Reason:Azure Resource Provider throttling,8.340516,4.280146
Cluster Termination and Autoscaling,13.969432,0.4895618
databricks Horovod example,12.014358,3.5986638
Follow up of(00140747) Cluster Configuration changed with new Hardware Types.,13.283314,1.3672267
Graviton instances not working,10.096124,0.92649084
SSO between applications,9.529235,5.4093456
2204040040005575 | Synapse failure,8.002519,2.050215
User was not able to enter Databricks workspace,10.8138685,4.429034
2204120030002145,-1.2166983,2.3698874
Connection issue with Azure Databricks using ODBC,8.339514,4.118537
Delta Live Table Overwrite mode,6.4826283,1.1968169
Prod databricks hard Down,11.975033,3.7581208
Databricks jobs failing in production,12.631669,3.0372062
Jobs failing with cluster time-out issue,13.140585,-0.5098399
gar for 2203180050000275 ,1.7888167,5.5337467
"RuntimeError: could not open socket: [""tried to connect to ('127.0.0.1', 33569), but an error occurred: [Errno 104] Connection reset by peer""]",8.834516,2.2190492
Missing log entries from Azure Data Factory,8.261842,4.1096454
refused to connect,8.752943,2.382273
Follow up of 00138365,5.124582,3.4701693
2204120030001057 |  ARR | problem with  DBR 10.4 LTS while flattening the json,9.199089,0.98153466
spark security overhead impacting performance,10.176032,0.45656124
MLflow experiment permission denied,11.440179,1.7868034
Unable to use great_expectations python library,9.254285,-0.5432873
Not able to access mounted container files in databricks,9.86332,3.662419
Issue with Cluster scoped init scripts,13.909847,-0.41491696
ARR | Intermitten error: Table or view not found,8.630906,1.602758
[ARR] Enable dbutils.secrets.get on WS 3385660146604390,10.136249,3.000625
Failure to write to cosmos db,3.6573312,3.60621
Libraries are not properly uninstalled from clusters,13.456163,0.30308428
Performance issue in our databricks code,12.181485,2.972568
ERROR TransportRequestHandler,9.338805,2.0491924
Spark Expert Assistance with Pandas UDF implementation,10.201095,0.84113294
2204120030001230,-1.3103896,2.411695
A retriable error occurred whilea ttempting to download a result file from the cloud store but the retry limi had been exceed,9.557444,1.9507822
Databricks cluster Nodes not getting released to pool on time.,13.142037,2.3386366
"Cluster logs grows rapidly and uncontrollable, driving high costs, manual purge is unresponsive and unstable",10.957566,1.7318438
2203300030002167 customer wants to use a custom java package in databricks with python,9.857935,1.376835
ARR | 2204080030000725 | API to attach notebook to cluster,12.738071,0.9589878
Why AutoML takes only sample dataset?,7.9250755,-1.5619781
We are observing a lot of delay and intermittent failures when trying to start a Spark Cluster in our Databricks,10.328041,0.2262233
Schema Browser not Wworking,8.178817,1.3367177
Cosmos to BLOB streaming job is not working properly in spark3 whereas it is working fine in spark2 codebase,9.817289,0.42282265
Databricks cluster is not starting. and failed,13.189945,2.3271005
2204110050001893 ,-0.90849304,2.1869056
"2204070040000763| Job aborted due to stage failure,Could not verify copy source",11.591598,-1.397968
Getting Dataset refresh issue in Power BI dashboard,8.467392,4.97854
Upgrade account to E2,9.886793,4.6875463
BugReport: Read SQL Endpoint from Spark JDBC,8.712289,-0.11596757
[ARR] [Sev B] SR-2204100040000077 RCA:Unable to acquire lock to files from ADLS on Databricks,8.6700535,2.9999278
DirectQuery query folding to Databricks producing invalid SQL,7.272038,0.22782132
2204080030001823,-2.2512941,1.33997
R - generated HTML not rendering in Databricks notebooks,11.163668,2.6456578
ARR- 2204010040007120- Inconsistent Results in Query,8.223942,0.11024876
[ARR] [Sev B] SR-2204070010002917   continue to 00141203 how to execute the mounted file for job cluster,11.541008,0.40549347
Issues in viewing the MLFLOW Experiments from Databricks MLFlow UI,11.463204,1.8093857
Databricks failed to download dependency jar from maven central,11.702726,2.0949514
2204110060001139 ,-1.0740376,2.219001
Gennie Access,7.244801,5.6831403
Need oncall engineer to pin Intuit PRD workspace back to custom image,10.616424,3.3699965
Earnin Databricks console is down ,11.067597,2.92684
Access Workspace to check version differences in notebook,11.237726,5.167813
Earnin's production Databricks console was not accessible for about 20 mins on 4/08,10.967086,2.716447
debugfs on worker nodes not owned by root,11.676545,0.80924046
Databricks User within IAM Passthrough cluster unable to execute Query - Issue already reported.,10.922359,2.6456456
